time,vcsel_temp,vcsel_current,optical_power,cell_temp,contrast,frequency_offset,anomaly
0,40.09934283060225,4.966075263475639,100.34828624766682,74.70291420486593,0.7951820816863838,3.3902316710331995e-13,0.0
1,39.97434713976577,4.984725026847317,100.28332359253567,74.84175215295947,0.8101526775703903,-6.127914532479189e-13,0.0
2,40.133537707620135,4.970130946947743,99.06348015419451,74.91194573905611,0.7978845938193567,7.485730460594225e-13,0.0
3,40.3106059712816,5.005520902347306,100.57958422176374,75.0224503366387,0.8005950866758949,3.2135023263826786e-12,0.0
4,39.96116932505534,5.059858926573096,98.50991732442338,75.15362434899103,0.8072127367413219,7.728080983086789e-13,0.0
5,39.963172608610165,4.96144789214294,99.34581567423967,75.10412039150576,0.7994471933229005,-1.1365520376540577e-12,0.0
6,40.32784256310148,5.05004102488842,98.00091218710219,74.82310128023288,0.7814936788536,4.371777734515179e-12,0.0
7,40.16748694583058,4.960916396382656,101.55862651696282,74.94424316067516,0.8102383880997049,8.420054454604102e-13,0.0
8,39.92210512281301,4.957618639375156,99.7684505060547,75.01145633830538,0.8126271831763375,-1.6897119002484967e-12,0.0
9,40.12651200871719,5.040929730917161,102.1668840348163,74.96066893133303,0.7815623270752784,2.1759030701387466e-12,0.0
10,39.92731646143751,5.046096818900381,100.80294992651949,74.95960571611975,0.7896397714819472,2.4690213497301277e-13,0.0
11,39.928854049285945,5.042570496838133,100.44809821335103,74.74158850130186,0.8203099421255692,3.840071899426528e-14,0.0
12,40.07239245431321,4.9342101295890926,99.41377230571901,74.82708987732906,0.8022479543307259,-6.031126367396788e-13,0.0
13,39.643343951068445,4.976702451096397,98.95364996431258,74.93955902262911,0.8003921687816352,-4.034472311295783e-12,0.0
14,39.68301643349739,5.041149429600166,100.52297157389694,74.53601614875822,0.7960531494960069,-2.3271128205027848e-12,0.0
15,39.9175424941518,5.002077092028195,99.92848599072701,75.09609664800148,0.789775430997282,-7.31910372904484e-13,0.0
16,39.82943377593311,4.946315357690127,98.6607296845147,74.79409813504334,0.798226389801003,-2.7704870358713676e-12,0.0
17,40.09684946651905,5.022915896956272,98.48314158349169,75.10302571998977,0.8096473779251382,1.3785757146902861e-12,0.0
18,39.85439518489576,4.964259637050427,99.04129627085642,75.08983740067063,0.7999888252212943,-2.1707995361403584e-12,0.0
19,39.75553925973294,5.08972624241961,101.82096722526623,74.91844604353314,0.8063473015991975,-6.818190622743646e-13,0.0
20,40.33312975378431,5.077242073120913,102.2132779180113,75.15008224885523,0.8173239417312814,4.789519291604978e-12,0.0
21,39.99684473990269,5.030204871317778,100.20498914730891,75.11147960173874,0.7941983734556354,6.015529581043027e-13,0.0
