time,vcsel_temp,vcsel_current,optical_power,cell_temp,contrast,frequency_offset,anomaly
0,40.07450712295169,4.972860210780511,100.34828624766682,74.80194280324396,0.8161655339152274,6.595642062379153e-14,0.0
1,39.98076035482432,4.987780021477854,100.28332359253567,74.89450143530631,0.8281170114842653,-4.0232822851474984e-13,0.0
2,40.100153280715105,4.976104757558194,99.06348015419451,74.94129715937075,0.8183343825970093,2.876411805876218e-13,0.0
3,40.2329544784612,5.004416721877845,100.57958422176374,75.01496689109247,0.8205381905349721,1.6353176057911704e-12,0.0
4,39.9708769937915,5.047887141258476,98.50991732442338,75.10241623266069,0.8257624232580685,4.371588056434343e-13,0.0
5,39.972379456457624,4.969158313714352,99.34581567423967,75.06941359433718,0.8195503891800423,-7.146202666214867e-13,0.0
6,40.245881922326106,5.040032819910737,98.00091218710219,74.88206752015525,0.8052605115955002,2.3058842201572916e-12,0.0
7,40.12561520937294,4.968733117106124,101.55862651696282,74.96282877378343,0.82822420786893,3.2563059859564153e-13,0.0
8,39.941578842109756,4.966094911500124,99.7684505060547,75.00763755887026,0.8300861675656326,-1.0077829354267417e-12,0.0
9,40.094884006537896,5.032743784733729,102.1668840348163,74.97377928755535,0.8052751640619661,1.1395193245853032e-12,0.0
10,39.94548734607813,5.036877455120305,100.80294992651949,74.97307047741317,0.8116972804778452,1.364814079179538e-13,0.0
11,39.94664053696446,5.034056397470506,100.44809821335103,74.82772566753458,0.8362337245103125,2.8628547277864784e-14,0.0
12,40.054294340734906,4.947368103671274,99.41377230571901,74.88472658488604,0.8218128419554434,-4.748565856528767e-13,0.0
13,39.73250796330133,4.981361960877118,98.95364996431258,74.95970601508607,0.8202424038155218,-2.212742055180483e-12,0.0
14,39.76226232512305,5.032919543680133,100.52297157389694,74.69067743250548,0.8167791228835048,-1.2207079375872e-12,0.0
15,39.93815687061385,5.001661673622555,99.92848599072701,75.06406443200099,0.8118038532966557,-4.433883612546693e-13,0.0
16,39.87207533194984,4.957052286152101,98.6607296845147,74.8627320900289,0.8185469985959891,-1.5953293798575904e-12,0.0
17,40.07263709988929,5.018332717565018,98.48314158349169,75.06868381332652,0.8277372722334142,7.002386460000713e-13,0.0
18,39.890796388671816,4.971407709640341,99.04129627085642,75.05989160044709,0.8199619392140145,-1.253195452334209e-12,0.0
19,39.81665444479971,5.071780993935689,101.82096722526623,74.94563069568876,0.8250289491313045,-2.8179082476061313e-13,0.0
20,40.249847315338236,5.061793658496731,102.2132779180113,75.10005483257015,0.8339257793357818,2.5740587468112694e-12,0.0
21,39.99763355492702,5.024163897054223,100.20498914730891,75.07431973449249,0.8153580677124888,2.9981913716501536e-13,0.0
22,40.04312923070319,5.054440268190791,100.14894279624129,74.96910385291653,0.822388495820705,1.0513431503220568e-12,0.0
23,39.82078777206798,5.002591654004935,99.66367962817048,74.95782403848084,0.828178518269831,-1.3001463402596003e-12,0.0
24,39.95434259132122,5.030617499775,99.06551465169049,75.10972327856643,0.8125732968592102,1.0194074529592786e-13,0.0
25,40.05413838845648,5.059108811812083,101.37517905760724,75.02320138394077,0.8213811119137613,1.2014575606353116e-12,0.0
26,39.86635096338666,5.009819947271772,101.87357639389714,75.10446971683682,0.8350855154263015,-8.935005934957116e-13,0.0
27,40.096854702751855,4.989792513139428,99.10658091416072,74.76110259256473,0.8172005131941199,4.732690767720522e-13,0.0
28,39.95190419651218,4.931815121672916,99.9171616215754,75.00984850970194,0.8285852489468205,-1.4451995461614573e-12,0.0
29,39.99974593753101,4.99667465897114,99.55013369928983,74.84225909130306,0.8188711082322969,-1.0827187741271459e-13,0.0
30,39.95474400816559,5.032936927382493,99.57976092513502,74.99742114925132,0.8344329009320034,7.396326510051789e-14,0.0
31,40.32434172767634,5.0378253371027055,101.18590825542987,75.07138202083459,0.8065767835071621,2.8180417997534834e-12,0.0
32,40.04597541628931,5.020174602628736,98.68803845463388,75.1739140145749,0.8204828691950508,5.629983458710541e-13,0.0
33,39.89084336065662,4.978348036201511,100.46646969093631,74.90618332715628,0.8082564877503076,-1.1136453956319383e-12,0.0
34,40.174381736815484,4.920927137242097,100.72823810730587,74.94742951946981,0.8142534800803004,-8.181223901066294e-15,0.0
35,39.86937345250435,4.98019139607981,99.85784882639818,74.99044670929244,0.814449950955635,-1.254864744139313e-12,0.0
36,40.085329539250715,4.987826205157842,100.89306782698678,74.90254688985381,0.8177960859115285,3.6131159438804813e-13,0.0
37,39.76154948141804,4.987482841312399,100.14765184053745,75.09785597287893,0.810684429609303,-1.8889642992156637e-12,0.0
38,43.857772092665236,5.024742254279117,101.21712992115611,74.99299054546344,0.8195398658653916,-5.4646490780221714e-12,1.0
39,40.08802918538037,5.0794270564405934,98.47779469507415,75.0121957023376,0.823613308687545,1.736770218208865e-12,0.0
40,40.17076998699931,5.0049411680736435,99.65122473899314,75.06201731267741,0.807608158949428,1.246682953251544e-12,0.0
41,40.0872052421785,4.991330728433741,99.92818685714897,74.99282884836246,0.8148507758860214,4.358452940975465e-13,0.0
42,40.04565275764177,4.989631127479837,97.32779261552865,74.91824608718241,0.8402914148559908,4.31619711219562e-14,0.0
43,40.019334445661606,5.004975390676308,98.91404726642146,74.99369797617015,0.8226184295543975,1.421166911126721e-13,0.0
44,39.84422170144489,4.966868249586064,99.18640074564121,74.91438186404866,0.8055826930053899,-1.6041724251110044e-12,0.0
45,39.9595233687408,5.004807942349842,100.94820599482335,75.01079808891164,0.8088286543869291,-2.3770324672757625e-13,0.0
46,39.99990418435603,5.018032493453272,99.2931566536854,75.09969377208019,0.821807310615498,2.0439476044481784e-13,0.0
47,40.22906833393284,5.00838744254298,99.18192101269402,74.88250217077277,0.8206220736414476,1.6674237547502142e-12,0.0
48,40.12354274343527,5.018301677360191,100.8174857806562,74.84676289985579,0.8152016233916447,1.093719494274844e-12,0.0
49,39.80904397669559,5.017349904373941,98.38208935420994,75.00492499359197,0.8376992844737473,-1.1895414509429843e-12,0.0
50,40.12361259540922,4.929124132710142,97.92875593255643,74.92322003832561,0.8408509404906218,-3.204026629551899e-13,0.0
51,40.01873765793756,5.025474806335816,99.63840769993065,75.0031745274412,0.817869942994852,4.59675871615579e-13,0.0
52,39.97646169995411,4.973159406173502,98.55229323192164,75.03204035206097,0.8270024855674506,-6.483844644210712e-13,0.0
53,40.171251443326135,4.956166433479842,98.59032070534035,74.78563137710715,0.8272483282159071,4.595116208328501e-13,0.0
54,40.23564992837439,4.9558219268858,100.57343379168798,75.06898494276585,0.8282584651731211,9.021030063883927e-13,0.0
55,40.222192017867435,5.017341664418901,100.87597383791258,74.88303314970447,0.8147015638115148,1.7713643999210216e-12,0.0
56,39.95811737151661,4.9910970029110056,100.78886421585213,74.99776520494353,0.835549099840551,-5.333706552403181e-13,0.0
57,40.03911814362232,4.932721248640584,101.10877666030723,74.93406176645615,0.8194199279152269,-7.936140487807021e-13,0.0
58,40.13668951471054,5.019121512607692,101.24113432001481,74.94480429852157,0.8232665850364325,1.1738495369798533e-12,0.0
59,40.23483176906836,4.942415674768047,97.87140979117306,75.1693957939618,0.8198284826665717,7.205720569994939e-13,0.0
60,40.01812386432321,5.005592854340729,100.45041195992947,75.03192675207957,0.8188680115301513,1.541558307829337e-13,0.0
61,40.06365115350043,5.009539957026922,99.47039180043043,75.09046884029536,0.8221763147567025,5.22128485636733e-13,0.0
62,39.9270497538991,5.035423083267802,99.25257575400957,75.01509413542027,0.8105712756065326,-1.1019300508878531e-14,0.0
63,39.915069006387895,5.071267391458674,100.5604146322087,75.06200135746549,0.8042987206415004,4.615977546708786e-13,0.0
64,40.217878873359126,4.9454129469639785,98.26970452010424,75.04173783621434,0.8181186530932029,6.519903586939518e-13,0.0
65,40.30093600428562,4.997901045757478,98.24889139412768,75.02544561446868,0.8127158301011853,2.0369202260579413e-12,0.0
66,40.088198481762944,4.988946588198231,100.63357274408172,75.11071559091647,0.8243094706384827,3.7865978339862643e-13,0.0
67,40.2510299346838,5.017349987438439,100.4877860175109,75.01565054538443,0.8232694973219461,1.9476508623973417e-12,0.0
68,40.15624540375714,5.008626750837345,100.13673265587151,75.22851485722177,0.8199828438345679,1.1631705573564475e-12,0.0
69,40.006732036809225,4.985898150290535,99.12008659527686,75.09605315728125,0.8318472126949876,-2.5994512606235555e-13,0.0
70,40.15920934082626,4.982363912455566,100.74382963458213,74.88604593022603,0.8198228110964353,7.904556393279884e-13,0.0
71,40.33720548496989,4.9553419657926385,100.68030289206048,74.98234502910171,0.8080650288684569,1.6663727950734562e-12,0.0
72,40.102626094133505,5.0395144632962605,100.08530451504745,75.03970775994907,0.8181287451914578,1.2567133728040717e-12,0.0
73,40.344196548372096,5.018368167263981,98.82267895873022,75.00444968357121,0.8290923848961423,2.597621192875963e-12,0.0
74,39.71803823438653,5.036710727911806,99.5747516542705,75.06868734189722,0.8051515320288064,-1.4385260367036002e-12,0.0
75,40.23578537565628,4.987584154540979,100.83783367752444,75.07970167048339,0.8190590810830751,1.4070827044594048e-12,0.0
76,40.12705706023572,4.9737265812522224,101.32719122280179,74.8640413014201,0.824502050628283,4.217919885485353e-13,0.0
77,40.07064889743012,4.956867397334831,99.67346339662367,75.12810775447164,0.8411614195582781,-2.759310166415469e-13,0.0
78,40.13076411648032,5.014356703349627,99.75032703219173,74.9503182534514,0.8295614498022366,1.0420150161999427e-12,0.0
79,39.820364662809865,4.958408271018871,99.83831089197494,74.94040954941353,0.8212046393366679,-1.9449372130578836e-12,0.0
80,40.08704921682437,5.073946522758662,100.27489300891096,74.94008776072944,0.8240964344373161,1.6462530558385686e-12,0.0
81,40.17506688572676,4.9476942967562625,99.41893269993997,75.08085764059906,0.8046783836091391,4.2684750060381914e-13,0.0
82,40.34468410671123,5.0109464047685,97.10581494242841,74.97329323018522,0.8113264752273833,2.5430053928239447e-12,0.0
83,40.04675946725895,5.062674188288551,101.1927690016471,74.93364483556623,0.8251702377950778,1.1919183817556956e-12,0.0
84,40.00472595956602,5.023963590370553,101.79468894716256,74.95760408425565,0.8212855584055977,3.2867889730361197e-13,0.0
85,40.05223644346232,5.0070269484996714,99.38760014039428,74.82053083410841,0.8222681403380093,4.042549107172834e-13,0.0
86,40.26631031765531,4.961260654121524,98.93334663108122,74.91578362360485,0.8200598689752946,1.2229024284841558e-12,0.0
87,40.17981266644895,4.944729232457292,99.86289947760977,74.87604164513469,0.8198154226861887,3.701808839434886e-13,0.0
88,40.05253596943494,5.030802004356703,99.81249611627123,74.97308306695041,0.8207814164122824,7.67437602158291e-13,0.0
89,40.210490114967,5.060245889630998,100.99551857716295,75.06641932702736,0.8113833264339079,2.34296916993226e-12,0.0
90,40.149561632402204,4.9824460003808735,100.05463944164504,75.05538759009332,0.8180489349153187,7.294746277825726e-13,0.0
91,40.28179674857993,4.954437539695346,99.20737716962881,75.12567504975466,0.8098217255497053,1.2596751588405703e-12,0.0
92,40.032692035918394,4.901673222778039,98.68159054944195,75.10339758172967,0.8150170747173593,-1.2911086310527273e-12,0.0
93,40.09035067801033,4.960769406253498,100.86563418481967,74.94714032850817,0.829494959531228,-4.448903871888853e-14,0.0
94,40.082183777030174,4.995453726300038,100.59951124116425,75.00190714007537,0.8184882344943953,4.5162763022860664e-13,0.0
95,39.92297275778018,5.063964929633469,101.06055987809182,74.99674439057786,0.8248283375960223,3.4579823617522915e-13,0.0
96,40.188418041559686,5.0269253476893185,99.03181324927891,74.78489473172782,0.8207716219996526,1.6604916402586218e-12,0.0
97,40.18465829082698,5.01220341618827,101.83843689952833,74.87827404630903,0.8167731400321921,1.4253398585163408e-12,0.0
98,40.14776701849637,4.983995213547955,98.25630549294276,74.98327133228489,0.8118132367323354,7.588576224968825e-13,0.0
99,40.11331192999373,4.9766733713097615,100.70960102140148,74.98271035648592,0.8167089052367301,3.931573638923266e-13,0.0
100,39.937694388692435,5.056225903900319,98.0904172328031,75.05123250542051,0.8215152720568902,3.427034631811539e-13,0.0
101,40.088403201585194,5.008029541630336,99.20966861830154,75.04636416295358,0.8245705049917259,6.65554020576219e-13,0.0
102,40.101592822520985,4.915895972323159,101.56102293044796,74.82293074979003,0.8208974206584415,-6.131029194810493e-13,0.0
103,40.03415840961676,4.97305841408411,100.83136425447599,75.05185967344575,0.8251685158158721,-2.405204688686591e-13,0.0
104,40.1318071432501,4.965671358729135,99.45377958451282,75.01785872064538,0.8077331934649222,3.8452080329295545e-13,0.0
105,40.218107628522176,4.978149439632902,99.48116295717831,75.06233731816447,0.8267588143578501,1.118718551075211e-12,0.0
106,40.44192788518158,5.0225164264114035,100.10062211083545,75.10668655876415,0.8106204069662392,3.399380371543378e-12,0.0
107,40.186686671924775,4.9957022047282305,100.51414099076072,74.9857117027212,0.8277186875997242,1.1591837115977112e-12,0.0
108,40.20063255860841,4.996925383719853,101.25157938268269,75.12455882369801,0.8238587407004159,1.2867324439554333e-12,0.0
109,40.15233311263508,5.05253892645301,99.54376599539151,74.91105995461069,0.8049166170127322,1.8396658342024857e-12,0.0
110,39.877184317705144,4.972141556408532,98.3882149365128,74.90542618796277,0.8259939551393153,-1.3555682953539556e-12,0.0
111,40.16252291868262,5.074567981035494,100.15696862704876,75.04287721901355,0.8278307603837172,2.1726878651595877e-12,0.0
112,40.17703453149115,4.973147696345157,99.5425691624916,74.96312324546948,0.8299214000575743,7.466929654426929e-13,0.0
113,40.538986316872794,5.003567927864503,98.69936629525155,75.0261632564619,0.8134200246736535,3.786163062056143e-12,0.0
114,40.142145855282834,4.98875185618389,100.2976689153128,75.19929821198446,0.821321570052338,7.623341195811706e-13,0.0
115,40.217732101350045,5.004936765340038,99.78688624590721,75.0393495073504,0.8253814093833095,1.5220319614009583e-12,0.0
116,40.16879323454421,5.017783679802925,100.30651220646979,75.02121695388641,0.8257555803516612,1.3710410977983623e-12,0.0
117,40.00019829435707,5.0173534096035555,99.10555579981282,74.91307796213482,0.8232760074594181,1.9186118217456462e-13,0.0
118,40.348423422177255,4.969875306775177,100.4867105303255,74.83000201933757,0.8163081713146052,1.9381690429246245e-12,0.0
119,40.291289954903014,4.9550834129020975,98.68290180324502,74.99274533847264,0.8276705180689506,1.2822693236457114e-12,0.0
120,40.29865479205645,5.1001268716362285,99.17226861030342,75.10668702466081,0.8277116359008708,3.5093517112359876e-12,0.0
121,40.04509188178079,4.980640626415978,99.75708576891272,74.96770619929393,0.8187297000458025,-3.093653143219634e-14,0.0
122,40.39341914664041,5.02796849754688,101.74181841495971,75.04014624992054,0.8134168262503592,3.133211010934999e-12,0.0
123,39.97422234058116,4.935694347579072,100.7848253685485,75.14264972727186,0.8141973954139499,-1.1876205884876689e-12,0.0
124,40.27402856407004,4.9888154912038125,101.07719250426779,75.14015163132304,0.8306993188714016,1.6583343599332876e-12,0.0
125,40.516068343871495,4.994912024640702,101.41707703334315,75.04288158876018,0.8271925724042501,3.4545810594982502e-12,0.0
126,40.0404195512304,5.018912602797113,103.60283213581087,75.01701064786573,0.8198073460972554,5.072038622777278e-13,0.0
127,40.10555534055958,4.891101834360322,100.04158906755843,74.8481366950997,0.8183221700673843,-9.4955161088024e-13,0.0
128,40.206947704763145,5.006645624523133,101.42040092312986,74.93698053558231,0.8056889477493441,1.5312514579409858e-12,0.0
129,40.117978651882574,4.954010341785284,101.01263525440194,74.97192441919819,0.8192304082434692,7.831446522686614e-14,0.0
130,39.96240048534008,5.012973828447797,100.99603250330753,74.91476683885658,0.8105011583752946,-1.0009265102834263e-13,0.0
131,40.2067844462209,4.958546832126474,101.77423961804018,75.02484532629528,0.8211065682549573,7.623739006785393e-13,0.0
132,40.03865444294109,4.965780692162976,99.58068696901552,75.19116481834861,0.8294510544197387,-3.310616802269577e-13,0.0
133,40.27053886459528,4.989054895584269,99.50131497606363,75.15177615926616,0.8119399564845442,1.6937756164773727e-12,0.0
134,40.06308636486493,4.957906821215873,100.31976551348185,75.02438798618311,0.8218582249912122,-2.55367802681041e-13,0.0
135,40.43499016075263,4.980978622130586,99.81730022807811,75.07794340720248,0.8276342459674773,2.6767077193247866e-12,0.0
136,40.08651200614956,4.952264969258267,100.31850085299817,74.92713956846438,0.8216931535572584,-1.7552087875083857e-13,0.0
137,40.15719077256915,4.926673181932051,101.56274878505302,75.14640893506689,0.8156823836871425,-4.6614014096602966e-14,0.0
138,40.32902758260545,5.040718282097174,99.52185327729372,74.84380334040549,0.8198198691760925,2.854507702167472e-12,0.0
139,40.02387035253491,4.9481580522870425,99.69532103740627,75.09128281610862,0.8276388934157951,-6.934534281974007e-13,0.0
140,40.24411899019062,4.992852764495681,100.17431100352658,75.04955897101998,0.8219053276870271,1.5359084157084841e-12,0.0
141,40.407571413142364,5.030115643259752,99.77168157397483,74.92441406132455,0.8196469782090032,3.245793606265811e-12,0.0
142,39.971877514815816,4.975402235899359,98.08599417198651,74.9791213243262,0.8292716429978403,-6.536387867924307e-13,0.0
143,40.242195078779844,4.966993364010179,99.41987235730106,74.8865747296844,0.8239255868965795,1.1284892509218507e-12,0.0
144,40.254982419137264,5.009049523546697,100.6873732422375,74.89083599521977,0.8101727946330906,1.890101403262025e-12,0.0
145,40.334773430766596,5.044717352909086,101.43754675093264,74.84089459993761,0.8247834825512427,2.939823861348738e-12,0.0
146,40.03345739336829,4.953227389396541,98.84538143246228,75.07675139022007,0.8275697041235635,-5.500965178445647e-13,0.0
147,40.02243150803736,4.993994086719303,98.84071760076915,75.12053449694267,0.8100835236968702,3.668128596042975e-14,0.0
148,40.30029123484253,4.9307002162013065,100.03023380271733,74.78381921361866,0.801609851045193,1.057712333781747e-12,0.0
149,40.26804770098498,4.9842719598527125,97.92440493512217,75.18383055161515,0.8114501004889851,1.6060630032185897e-12,0.0
150,40.262573927551884,5.001368187381523,99.55502979701288,74.99879917633632,0.8189699433564895,1.801630473516564e-12,0.0
151,40.27846723142455,4.965815014329797,98.2639579404486,75.02898532048768,0.8278555329752437,1.3529292359930723e-12,0.0
152,40.12599629176323,4.9817203266469905,101.36906129984247,74.85275871644149,0.8127715866931243,5.6946418196809e-13,0.0
153,40.264338054574154,4.943670929267702,99.23066884564959,75.13208257501648,0.8242294916895764,9.327418459658749e-13,0.0
154,40.2749608709948,5.0030831444552595,101.65283418633902,75.02002500931668,0.7966409822249496,1.981050317117668e-12,0.0
155,40.125347287296044,5.042227769955326,101.11352135345834,75.11388262397713,0.8213421759330438,1.4468210326030656e-12,0.0
156,40.51386617667171,4.956114245209181,99.35368270230258,75.12208583206477,0.8163349834275792,2.8897719645569668e-12,0.0
157,40.30657493813677,4.975093129337905,98.92804036315393,75.13348744227213,0.8365435303026058,1.6627909161181453e-12,0.0
158,40.058304475419604,5.020101849858167,99.80645425083242,74.93517192241478,0.804816666121803,6.952090774443276e-13,0.0
159,40.33698304129508,5.048483628772909,99.89535337574179,74.97920379921068,0.81961440170453,3.0272925155455933e-12,0.0
160,40.09379774946591,4.940272407511642,100.3461469439524,74.93882979252705,0.8047391909874319,-2.53547214026313e-13,0.0
161,40.35956269056137,4.993248610503362,99.22345671046982,75.08950964627412,0.8153146879822513,2.3697239275332555e-12,0.0
162,40.41678933685111,5.011325232892781,100.7463948735222,75.03328892293638,0.8060573288056875,3.069231864932422e-12,0.0
163,40.121397652247246,4.995917744374846,100.2653280549999,75.10691448640132,0.8383091917989288,6.736221559566241e-13,0.0
164,40.390506419386654,4.900928317324917,99.65960484328414,75.11127388030572,0.8168432119200028,1.1969400598203217e-12,0.0
165,40.30941713904048,5.020043600372351,99.28795934458198,74.82727405090611,0.8180642303422874,2.4123812878417433e-12,0.0
166,40.37230902399918,5.060773454043626,99.81511501690132,75.1350770130554,0.8193602829799582,3.4596841297087693e-12,0.0
167,40.53501894739809,5.0046664700467804,99.18309874817243,75.09508609577657,0.8105137704997808,3.783588370989018e-12,0.0
168,40.215191782599575,4.9587557578682295,100.05843869488359,74.96307751168145,0.8282697564432064,8.028695768908506e-13,0.0
169,40.14043957534638,4.979474910145429,100.08543868521991,75.03497927665296,0.8250092015036136,6.00173075095236e-13,0.0
170,40.12157283555617,5.070796522706224,100.26170728347634,74.98763304284174,0.8272462486329292,1.831218943587774e-12,0.0
171,40.13412845725519,5.036398501634422,101.76624240967186,75.06160556786311,0.8101490021779054,1.454429718768926e-12,0.0
172,40.24643474358788,5.0256010647353735,99.86755528030042,74.96286036192951,0.8288853739270821,2.022403054364541e-12,0.0
173,40.3106727962225,5.014256503341375,101.00459786712449,75.0478927241169,0.8279101919976324,2.3048265476852187e-12,0.0
174,40.302503619899504,4.973554515512361,100.2295873969757,75.00673053046593,0.8178988528241539,1.6671465135094784e-12,0.0
175,40.3865774873554,4.991977152773769,99.76175569810155,74.95678060965047,0.8268509066144641,2.5051469832509654e-12,0.0
176,40.26595028378169,4.996883090572859,99.88084073004876,75.0190136244902,0.821968612759329,1.7489925067867387e-12,0.0
177,40.4835301115736,5.0219829726425775,99.94117359083195,75.27064695734887,0.8068611796536134,3.693871831693024e-12,0.0
178,40.22730147501431,5.060356755770676,100.27976770772821,74.93144633701743,0.8183557116046922,2.441394526846215e-12,0.0
179,40.676525374988444,5.044733525471725,99.04067923478102,74.97500564087385,0.8156066993977721,5.3598604088016605e-12,0.0
180,40.363850102164754,4.943224625768158,98.53465961655503,74.9331887600367,0.8203922742226513,1.6341432790076963e-12,0.0
181,40.14292636653756,5.008959798756042,100.65429739347428,74.94367836144724,0.8280546692086364,1.0507175394776269e-12,0.0
182,40.11236612529083,5.029470533806716,100.89812383258126,75.08157743533853,0.8067793764155229,1.2082827548900062e-12,0.0
183,40.34687086228648,5.024754413205786,100.7456358328028,75.07158824596361,0.8161738800458472,2.7508905939546015e-12,0.0
184,40.242480582201125,4.974830649464503,100.15497201855648,74.99941364966787,0.8132313160705483,1.2801298691637816e-12,0.0
185,40.38460007411382,5.116564368630734,100.76722462745329,75.10262965852691,0.8134611894982232,4.400282479763083e-12,0.0
186,40.34998564368603,4.948916617506756,100.71342902601714,75.07934432954943,0.8131351390943826,1.6442433511204151e-12,0.0
187,40.26957566310147,4.956672462133358,100.78762935895496,74.98376658139738,0.8203297023133623,1.1761274667705815e-12,0.0
188,40.15498094228973,5.009343803250463,99.14045917865789,74.84661352582057,0.8240614188688669,1.1528393881784713e-12,0.0
189,40.05627291629712,5.084672122198554,98.90304820284537,75.0829783007949,0.8227415813380784,1.5957675030438984e-12,0.0
190,40.21802275718994,4.9665522059718334,99.61143075324773,75.0169664621002,0.8213109274547212,9.605096075429339e-13,0.0
191,40.414959819148514,4.98936686537412,99.98261589045734,75.00222234637006,0.8246419880472863,2.6712957505095446e-12,0.0
192,44.32011406161953,5.043091746920628,99.75807887286771,74.95339519799903,0.8387865178187874,2.2166520653518e-11,1.0
193,40.1026391831932,4.999285513804491,98.12330966866213,75.07446489491163,0.8210050199679565,6.447419295158766e-13,0.0
194,40.316977138877675,4.986615845818788,101.72169261213514,75.03484962524286,0.827915525511404,1.9343310828913334e-12,0.0
195,40.35029760695932,5.022625316075469,99.72595401111427,74.97631719571977,0.8274332293910021,2.7091633016742847e-12,0.0
196,40.16142138456983,5.010900719609184,100.17270441657695,74.87745454527811,0.834093216196589,1.1911808375367868e-12,0.0
197,40.31855876589183,5.041217551425472,101.24454899076306,75.106792910188,0.824229303906887,2.7754867209042253e-12,0.0
198,40.3057313077669,5.051658755562615,97.65502773047879,75.06049052231559,0.813000885505995,2.875997831289524e-12,0.0
199,40.12705445532541,5.012280122400214,99.48830612808828,75.02554028999457,0.8223374118039146,1.0065707878693152e-12,0.0
200,40.35366810405224,5.011669309015132,99.6128827264202,74.7343226004886,0.8217261754640985,2.5855378372003626e-12,0.0
201,40.385617678955235,5.008564439291446,99.66368995454935,74.9962105742884,0.8262129667271381,2.7491514418769162e-12,0.0
202,40.46545768647629,5.019565222265972,99.82651340928605,74.97587962965244,0.8126404604948235,3.5137607578391497e-12,0.0
203,40.46257030780523,5.002206825514858,101.44713479844485,74.93815043149456,0.8297605123454327,3.181813000323186e-12,0.0
